srcStateName,srcDistrictName,TRU,Country,StateCode,StateName,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,srcYear,YearCode,Year
Arunachal Pradesh,Dibang Valley,Urban,India,12,ARUNACHAL PRADESH,230,DIBANG VALLEY,8620,,,4823,,,3797,,,2119,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,East Kameng,Rural,India,12,ARUNACHAL PRADESH,231,EAST KAMENG,48242,,,23549,,,24693,,,8740,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,East Kameng,Total,India,12,ARUNACHAL PRADESH,231,EAST KAMENG,66592,18350,48242,32818,9269,23549,33774,9081,24693,12350,3610,8740,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,East Kameng,Urban,India,12,ARUNACHAL PRADESH,231,EAST KAMENG,18350,,,9269,,,9081,,,3610,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,East Siang,Rural,India,12,ARUNACHAL PRADESH,232,EAST SIANG,48480,,,24410,,,24070,,,8863,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,East Siang,Total,India,12,ARUNACHAL PRADESH,232,EAST SIANG,69164,20684,48480,35612,11202,24410,33552,9482,24070,13259,4396,8863,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,East Siang,Urban,India,12,ARUNACHAL PRADESH,232,EAST SIANG,20684,,,11202,,,9482,,,4396,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Kurung Kumey,Rural,India,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,43027,,,21224,,,21803,,,7276,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Kurung Kumey,Total,India,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,59618,16591,43027,29957,8733,21224,29661,7858,21803,10884,3608,7276,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Kurung Kumey,Urban,India,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,16591,,,8733,,,7858,,,3608,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lohit,Rural,India,12,ARUNACHAL PRADESH,234,LOHIT,31447,,,16544,,,14903,,,6649,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lohit,Total,India,12,ARUNACHAL PRADESH,234,LOHIT,31447,0,31447,16544,0,16544,14903,0,14903,6649,0,6649,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lohit,Urban,India,12,ARUNACHAL PRADESH,234,LOHIT,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lower Dibang Valley,Rural,India,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,42691,,,21989,,,20702,,,8983,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lower Dibang Valley,Total,India,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,49842,7151,42691,26209,4220,21989,23633,2931,20702,10755,1772,8983,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lower Dibang Valley,Urban,India,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,7151,,,4220,,,2931,,,1772,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lower Subansiri,Rural,India,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,54945,,,27820,,,27125,,,9772,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lower Subansiri,Total,India,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,79140,24195,54945,40267,12447,27820,38873,11748,27125,15393,5621,9772,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Lower Subansiri,Urban,India,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,24195,,,12447,,,11748,,,5621,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Papumpare,Rural,India,12,ARUNACHAL PRADESH,237,PAPUM PARE,79610,,,39935,,,39675,,,14245,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Papumpare,Total,India,12,ARUNACHAL PRADESH,237,PAPUM PARE,176573,96963,79610,89182,49247,39935,87391,47716,39675,35730,21485,14245,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Papumpare,Urban,India,12,ARUNACHAL PRADESH,237,PAPUM PARE,96963,,,49247,,,47716,,,21485,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Tawang,Rural,India,12,ARUNACHAL PRADESH,238,TAWANG,38775,,,20792,,,17983,,,8377,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Tawang,Total,India,12,ARUNACHAL PRADESH,238,TAWANG,49977,11202,38775,29151,8359,20792,20826,2843,17983,10062,1685,8377,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Tawang,Urban,India,12,ARUNACHAL PRADESH,238,TAWANG,11202,,,8359,,,2843,,,1685,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Tirap,Rural,India,12,ARUNACHAL PRADESH,239,TIRAP,38446,,,19733,,,18713,,,7478,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Tirap,Total,India,12,ARUNACHAL PRADESH,239,TIRAP,38446,0,38446,19733,0,19733,18713,0,18713,7478,0,7478,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Tirap,Urban,India,12,ARUNACHAL PRADESH,239,TIRAP,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Upper Siang,Rural,India,12,ARUNACHAL PRADESH,240,UPPER SIANG,28780,,,15335,,,13445,,,5729,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Upper Siang,Total,India,12,ARUNACHAL PRADESH,240,UPPER SIANG,39604,10824,28780,20978,5643,15335,18626,5181,13445,8388,2659,5729,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Upper Siang,Urban,India,12,ARUNACHAL PRADESH,240,UPPER SIANG,10824,,,5643,,,5181,,,2659,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Upper Subansiri,Rural,India,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,63220,,,31514,,,31706,,,12007,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Upper Subansiri,Total,India,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,63220,0,63220,31514,0,31514,31706,0,31706,12007,0,12007,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,Upper Subansiri,Urban,India,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,West Kameng,Rural,India,12,ARUNACHAL PRADESH,242,WEST KAMENG,68015,,,37809,,,30206,,,14069,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,West Kameng,Total,India,12,ARUNACHAL PRADESH,242,WEST KAMENG,83947,15932,68015,46155,8346,37809,37792,7586,30206,18159,4090,14069,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,West Kameng,Urban,India,12,ARUNACHAL PRADESH,242,WEST KAMENG,15932,,,8346,,,7586,,,4090,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,West Siang,Rural,India,12,ARUNACHAL PRADESH,243,WEST SIANG,31836,,,15986,,,15850,,,5714,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,West Siang,Total,India,12,ARUNACHAL PRADESH,243,WEST SIANG,31836,0,31836,15986,0,15986,15850,0,15850,5714,0,5714,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,West Siang,Urban,India,12,ARUNACHAL PRADESH,243,WEST SIANG,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Baksa,Rural,India,18,ASSAM,616,BAKSA,684290,,,345892,,,338398,,,139092,,,,,163861.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Baksa,Total,India,18,ASSAM,616,BAKSA,724421,40131,684290,366661,20769,345892,357760,19362,338398,147759,8667,139092,1511,163861.33,165372.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Baksa,Urban,India,18,ASSAM,616,BAKSA,40131,,,20769,,,19362,,,8667,,,,,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Barpeta,Rural,India,18,ASSAM,280,BARPETA,1277500,,,656285,,,621215,,,249604,,,,,178423.953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Barpeta,Total,India,18,ASSAM,280,BARPETA,1424853,147353,1277500,731500,75215,656285,693353,72138,621215,281099,31495,249604,3638,178423.95,182061.96501159668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Barpeta,Urban,India,18,ASSAM,280,BARPETA,147353,,,75215,,,72138,,,31495,,,,,3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Bongaigaon,Rural,India,18,ASSAM,281,BONGAIGAON,627273,,,318923,,,308350,,,124756,,,,,97801.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Bongaigaon,Total,India,18,ASSAM,281,BONGAIGAON,663760,36487,627273,337368,18445,318923,326392,18042,308350,132903,8147,124756,1056,97801.72,98857.71936035156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Bongaigaon,Urban,India,18,ASSAM,281,BONGAIGAON,36487,,,18445,,,18042,,,8147,,,,,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Cachar,Rural,India,18,ASSAM,282,CACHAR,1421153,,,727083,,,694070,,,310750,,,,,234509.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Cachar,Total,India,18,ASSAM,282,CACHAR,1793471,372318,1421153,914757,187674,727083,878714,184644,694070,392189,81439,310750,7068,234509.11,241577.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Cachar,Urban,India,18,ASSAM,282,CACHAR,372318,,,187674,,,184644,,,81439,,,,,7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Chirang,Rural,India,18,ASSAM,612,CHIRANG,446946,,,226968,,,219978,,,89817,,,,,121726.828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Chirang,Total,India,18,ASSAM,612,CHIRANG,488284,41338,446946,248119,21151,226968,240165,20187,219978,98946,9129,89817,1888,121726.83,123614.83030700684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Chirang,Urban,India,18,ASSAM,612,CHIRANG,41338,,,21151,,,20187,,,9129,,,,,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Darrang,Rural,India,18,ASSAM,283,DARRANG,836116,,,427631,,,408485,,,168598,,,,,155559.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Darrang,Total,India,18,ASSAM,283,DARRANG,891610,55494,836116,456444,28813,427631,435166,26681,408485,181030,12432,168598,1239,155559.58,156798.5818786621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Darrang,Urban,India,18,ASSAM,283,DARRANG,55494,,,28813,,,26681,,,12432,,,,,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Dhemaji,Rural,India,18,ASSAM,284,DHEMAJI,631941,,,323166,,,308775,,,118359,,,,,187251.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Dhemaji,Total,India,18,ASSAM,284,DHEMAJI,680226,48285,631941,348137,24971,323166,332089,23314,308775,128590,10231,118359,1555,187251.1,188806.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Dhemaji,Urban,India,18,ASSAM,284,DHEMAJI,48285,,,24971,,,23314,,,10231,,,,,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Dhubri,Rural,India,18,ASSAM,285,DHUBRI,1383543,,,709989,,,673554,,,287460,,,,,176795.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Dhubri,Total,India,18,ASSAM,285,DHUBRI,1466063,82520,1383543,752029,42040,709989,714034,40480,673554,304708,17248,287460,1243,176795.56,178038.5650024414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Dhubri,Urban,India,18,ASSAM,285,DHUBRI,82520,,,42040,,,40480,,,17248,,,,,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Assam,Dibrugarh,Rural,India,18,ASSAM,286,DIBRUGARH,1082605,,,550299,,,532306,,,222414,,,,,228975.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
